,Name,Platform,Year_of_Release,Genre,NA_sales,EU_sales,JP_sales,Other_sales,Critic_Score,User_Score,Rating
15823,Dynasty Warriors: Eiketsuden,PS4,2016.0,Action,0.0,0.0,0.02,0.0,,,
15824,Wild West Shootout,Wii,2010.0,Shooter,0.01,0.01,0.0,0.0,,tbd,T
15825,MuvLuv Double Pack,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15826,Super Speed Machines,DS,2009.0,Racing,0.02,0.0,0.0,0.0,,tbd,E
15827,Goblin Commander: Unleash the Horde,GC,2003.0,Strategy,0.01,0.0,0.0,0.0,71.0,7.8,T
15828,Final Fight: Streetwise,XB,2006.0,Action,0.01,0.0,0.0,0.0,42.0,4,M
15829,Nano Diver,PSP,2011.0,Action,0.0,0.0,0.02,0.0,,,
15830,Mary King's Riding School 2,Wii,2009.0,Simulation,0.0,0.02,0.0,0.0,,,
15831,Elkrone no Atelier: Dear for Otomate,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15832,Top Gear RPM Tuning,XB,2005.0,Racing,0.01,0.0,0.0,0.0,45.0,7.5,T
15833,Painkiller: Hell & Damnation,X360,2013.0,Shooter,0.0,0.01,0.0,0.0,,,
15834,Memories Off: Yubikiri no Kioku,X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15835,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
15836,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015.0,Action,0.0,0.0,0.02,0.0,,,
15837,Clock Zero: Shuuen no Ichibyou - ExTime,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
15838,Cross + Channel,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15839,Mark McMorris Infinite Air,PS4,2016.0,Sports,0.01,0.0,0.0,0.0,49.0,6,T
15840,Shin Hayarigami 2,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15841,Cabela's Big Game Hunter: Pro Hunts,WiiU,2014.0,Shooter,0.02,0.0,0.0,0.0,,tbd,T
15842,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15843,Micro Machines V4,PSP,2006.0,Racing,0.01,0.0,0.0,0.0,61.0,tbd,E
15844,Root Infinity Rexx,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
15845,Dungeons - The Dark Lord,PC,2011.0,Strategy,0.0,0.01,0.0,0.0,72.0,5.6,M
15846,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15847,Memories Off: Yubikiri no Kikou,PSP,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
15848,Hurry Up Hedgehog!,DS,2009.0,Racing,0.02,0.0,0.0,0.0,,,
15849,L.G.S: Shinsetsu Houshinengi,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15850,Battle Engine Aquila,XB,2003.0,Shooter,0.01,0.0,0.0,0.0,76.0,tbd,T
15851,Divinity: Original Sin,PC,2014.0,Role-Playing,0.0,0.02,0.0,0.0,87.0,8.7,M
15852,One Piece Mansion,PS,2001.0,Action,0.01,0.01,0.0,0.0,62.0,tbd,E
15853,Discworld II: Mortality Bytes!,PS,1996.0,Adventure,0.01,0.01,0.0,0.0,,,
15854,Uchi no 3 Shimai DS,DS,2008.0,Misc,0.0,0.0,0.02,0.0,,,
15855,Airline Tycoon,PC,2000.0,Simulation,0.0,0.01,0.0,0.0,,8,E
15856,Soul Eater: Monotone Princess,Wii,2008.0,Action,0.0,0.0,0.02,0.0,,,
15857,Strike Witches: Shirogane no Tsubasa,X360,2010.0,Strategy,0.0,0.0,0.02,0.0,,,
15858,Kaleidoeve,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
15859,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006.0,Action,0.01,0.0,0.0,0.0,,,
15860,Broken Sword 5: The Serpent's Curse,XOne,2015.0,Adventure,0.0,0.02,0.0,0.0,77.0,7.2,T
15861,My Ballet Studio,DS,2009.0,Simulation,0.01,0.0,0.0,0.0,,tbd,E
15862,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010.0,Action,0.0,0.0,0.02,0.0,,,
15863,Moujuutsukai to Oujisama,PS2,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15864,Rocksmith 2014 Edition Remastered,PS4,2016.0,Misc,0.01,0.0,0.0,0.0,,7.8,T
15865,Bomberman 2,DS,2008.0,Puzzle,0.0,0.01,0.0,0.0,,,
15866,Unreal Tournament 2004,PC,2004.0,Shooter,0.0,0.01,0.0,0.0,93.0,8.9,M
15867,Shinseiki GPX Cyber Formula: Road To The INFINITY 4,PS2,2007.0,Racing,0.0,0.0,0.02,0.0,,,
15868,Cube,PSP,2007.0,Puzzle,0.02,0.0,0.0,0.0,60.0,tbd,E
15869,Pirates of the Burning Sea,PC,2008.0,Role-Playing,0.0,0.01,0.0,0.0,76.0,7.6,T
15870,Just Cause,PC,2006.0,Action,0.0,0.01,0.0,0.0,75.0,7.3,M
15871,Army Men: Major Malfunction,XB,2006.0,Shooter,0.01,0.0,0.0,0.0,36.0,4,T
15872,Dunamis 15,X360,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
15873,Sansuu Puzzle de Migaku: Gakken Otona no Shikou Sense,DS,2007.0,Misc,0.0,0.0,0.02,0.0,,,
15874,Yoake Yori Ruriiro na Portable,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15875,Big Bass Fishing,PS,2002.0,Action,0.0,0.0,0.02,0.0,,7.2,E
15876,Storm Lover 2nd V,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15877,Reine des Fleurs,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
15878,Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen,Wii,2007.0,Simulation,0.0,0.0,0.02,0.0,,,
15879,Namco Museum 50th Anniversary (JP sales),PS2,2005.0,Misc,0.0,0.0,0.02,0.0,,,
15880,Turbo: Super Stunt Squad,PS3,2013.0,Sports,0.0,0.01,0.0,0.0,38.0,tbd,E
15881,The Haunted: Hell's Reach,PC,2011.0,Shooter,0.02,0.0,0.0,0.0,51.0,7.6,M
15882,Disciples III: Renaissance,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,56.0,5.4,T
15883,The Longest Journey,PC,1999.0,Adventure,0.0,0.01,0.0,0.0,91.0,8.9,M
15884,Mana Khemia 2: Ochita Gakuen to Renkinjutsushi Tachi Portable+,PSP,2009.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15885,Let's Pilates!,DS,2007.0,Misc,0.02,0.0,0.0,0.0,,tbd,E
15886,Irritating Stick,PS,1998.0,Action,0.01,0.01,0.0,0.0,,,
15887,Chou!! Super Nep League DS,DS,2008.0,Sports,0.0,0.0,0.02,0.0,,,
15888,WTA Tour Tennis,GBA,2002.0,Sports,0.01,0.0,0.0,0.0,66.0,tbd,E
15889,Lost: Via Domus,PC,2008.0,Action,0.0,0.01,0.0,0.0,52.0,6,T
15890,Judge Dredd: Dredd Vs Death,XB,2003.0,Shooter,0.01,0.0,0.0,0.0,57.0,6.7,M
15891,Rugby League Live 3,PS3,2015.0,Action,0.0,0.01,0.0,0.0,,tbd,
15892,Simple 2000 Series Vol. 105: The Maid Fuku to Kikanjuu,PS2,2006.0,Action,0.0,0.0,0.02,0.0,,,
15893,Platypus,PSP,2006.0,Shooter,0.02,0.0,0.0,0.0,59.0,tbd,E
15894,Davis Cup Tennis,GBA,2002.0,Sports,0.01,0.0,0.0,0.0,59.0,tbd,E
15895,Pro Rally,GC,2002.0,Racing,0.01,0.0,0.0,0.0,64.0,tbd,E
15896,Kimi ni Todoke: Sodateru Omoi,DS,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
15897,Elven Legacy Collection,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,,tbd,
15898,Hands On! Tangrams,DS,2009.0,Puzzle,0.02,0.0,0.0,0.0,,,
15899,Brave Story: Boku no Kioku to Negai,DS,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15900,Zombie Hunters 2,PS2,2006.0,Action,0.0,0.0,0.02,0.0,,,
15901,Memories Off #5: Encore,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15902,Custom Drive,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15903,Dark Void,PC,2010.0,Action,0.0,0.01,0.0,0.0,57.0,5.1,T
15904,LEGO Star Wars: The Video Game,PC,2005.0,Action,0.0,0.01,0.0,0.0,,,
15905,Tsuyo Kiss 2 Gakki: Swift Love,PS2,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
15906,Konductra,DS,2006.0,Puzzle,0.02,0.0,0.0,0.0,60.0,tbd,E
15907,Samurai Jack: The Shadow of Aku,GC,2004.0,Action,0.01,0.0,0.0,0.0,59.0,tbd,T
15908,Cookie & Cream,DS,2007.0,Platform,0.01,0.0,0.0,0.0,,,
15909,Winning Post 7 2013,PSV,2013.0,Sports,0.0,0.0,0.02,0.0,,,
15910,The Incredibles: Rise of the Underminer,PC,2005.0,Action,0.01,0.0,0.0,0.0,65.0,tbd,E10+
15911,Psychedelica of the Black Butterfly,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
15912,Stronghold Legends,PC,2006.0,Strategy,0.0,0.01,0.0,0.0,57.0,7.2,T
15913,Let's Yoga!,DS,2007.0,Misc,0.0,0.0,0.02,0.0,,tbd,E
15914,Busou Renkin: Youkoso Papillon Park e,PS2,2007.0,Action,0.0,0.0,0.02,0.0,,,
15915,Ore wa Shoujo Mangaka,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
15916,Emergency 2012,DS,2010.0,Simulation,0.0,0.01,0.0,0.0,,,
15917,Puyo Puyo Tetris,WiiU,2014.0,Puzzle,0.0,0.0,0.02,0.0,,,
15918,Exhibition Volume 6,XB,2004.0,Misc,0.01,0.0,0.0,0.0,,,
15919,Oshiri Kajiri Mushi no Rhythm Lesson DS: Kawai Ongaku Kyoushitsu Kanshuu,DS,2008.0,Misc,0.0,0.0,0.02,0.0,,,
15920,Kuma no Pooh-San: 100 Acre no Mori no Cooking Book,DS,2011.0,Misc,0.0,0.0,0.02,0.0,,,
15921,Collar x Malice,PSV,2016.0,Action,0.0,0.0,0.02,0.0,,,
15922,Kao the Kangaroo Round 2,GC,2005.0,Platform,0.01,0.0,0.0,0.0,57.0,tbd,E
15923,The Dark Hills of Cherai,PC,2009.0,Puzzle,0.0,0.01,0.0,0.0,,tbd,
15924,Pirates PlundArrr,Wii,2010.0,Action,0.02,0.0,0.0,0.0,60.0,tbd,E10+
15925,Zoey 101: Field Trip Fiasco,DS,2007.0,Action,0.02,0.0,0.0,0.0,31.0,tbd,E
15926,Dream C Club: GoGo ,PS3,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
15927,Usavichi: Game no Jikan,DS,2011.0,Action,0.0,0.0,0.02,0.0,,,
15928,Summer Challenge: Athletics Tournament,Wii,2011.0,Sports,0.0,0.01,0.0,0.0,,,
15929,Battle Spirits: Hero's Soul,PSP,2010.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15930,Pachi-Slot Higrashi no Naku Koro ni Matsuri,PS2,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15931,Otona no Renai Shousetsu: Harlequin Selection,DS,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15932,White Album 2: Shiawase no Mukougawa,PSV,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
15933,W.L.O. Sekai Renai Kikousen,X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
15934,New Interpretation Stranger of Sword City,PSV,2016.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15935,Final Fantasy XI: All-In-One Pack 2006,X360,2006.0,Role-Playing,0.0,0.0,0.02,0.0,,,
15936,Pippa Funnell: Ranch Rescue,Wii,2007.0,Adventure,0.0,0.01,0.0,0.0,,,
15937,Joint Operations: Combined Arms,PC,2009.0,Shooter,0.01,0.0,0.0,0.0,,,
15938,Kadenz fermata//Akkord:fortissimo,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
15939,Worms World Party,PC,2001.0,Strategy,0.0,0.01,0.0,0.0,75.0,7.6,E
15940,Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,DS,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15941,Dancing on Ice,DS,2010.0,Sports,0.0,0.01,0.0,0.0,,,
15942,Winning Post 7: Maximum 2007,PS3,2007.0,Sports,0.0,0.0,0.02,0.0,,,
15943,Professional Farmer 2016,PS4,2015.0,Action,0.0,0.01,0.0,0.0,,,
15944,Sarah: Keeper of the Unicorn,DS,2009.0,Adventure,0.01,0.0,0.0,0.0,,tbd,
15945,Storm Lover 2nd,PSP,2013.0,Misc,0.0,0.0,0.02,0.0,,,
15946,Gears of War,PC,2007.0,Shooter,0.0,0.01,0.0,0.0,87.0,7.8,M
15947,Dragon Booster,DS,2005.0,Shooter,0.02,0.0,0.0,0.0,33.0,7,E
15948,Dragon's Dogma Online: Season 2,PS4,2016.0,Action,0.0,0.0,0.02,0.0,,,
15949,Gaist Crusher God,3DS,2014.0,Action,0.0,0.0,0.02,0.0,,,
15950,DJ Star,DS,2009.0,Misc,0.01,0.0,0.0,0.0,66.0,tbd,T
15951,Arcana Famiglia 2,PSP,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
15952,Shinkyoku Soukai Polyphonica,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
15953,PDC World Championship Darts 2008,DS,,Sports,0.01,0.0,0.0,0.0,,,
15954,Post Mortem,PC,2003.0,Adventure,0.0,0.01,0.0,0.0,71.0,8,M
15955,Kiss Bell,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
15956,San Goku Shi DS 2,DS,2007.0,Strategy,0.0,0.0,0.02,0.0,,,
15957,Strongest Tokyo University Shogi DS,DS,1985.0,Action,0.0,0.0,0.02,0.0,,,
15958,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010.0,Action,0.0,0.0,0.02,0.0,,,
15959,V-Rally 3,XB,2003.0,Racing,0.01,0.0,0.0,0.0,76.0,tbd,E
15960,Wall-E,PC,2008.0,Platform,0.0,0.01,0.0,0.0,58.0,6.8,E
15961,Majesty 2: The Fantasy Kingdom Sim,PC,2009.0,Simulation,0.01,0.0,0.0,0.0,72.0,7.3,T
15962,LEGO Star Wars II: The Original Trilogy,PC,2006.0,Action,0.0,0.01,0.0,0.0,86.0,8.2,E10+
15963,Dead to Rights,GBA,2004.0,Shooter,0.01,0.0,0.0,0.0,40.0,tbd,T
15964,Thunder Force VI,PS2,2008.0,Shooter,0.0,0.0,0.02,0.0,,,
15965,Full House Kiss 2,PS2,2006.0,Adventure,0.0,0.0,0.02,0.0,,,
15966,Dinotopia: The Sunstone Odyssey,GC,,Action,0.01,0.0,0.0,0.0,50.0,tbd,T
15967,Daito Giken Koushiki Pachi-Slot Simulator: Ossu! Misao + Maguro Densetsu Portable,PSP,2010.0,Misc,0.0,0.0,0.02,0.0,,,
15968,PachiPara 3D,3DS,2011.0,Misc,0.0,0.0,0.02,0.0,,,
15969,Earth Defense Force 2017 (old JP sales),X360,2006.0,Shooter,0.0,0.0,0.02,0.0,,,
15970,I Doll U,PSV,2015.0,Adventure,0.0,0.0,0.02,0.0,,,
15971,Star Trek: Legacy,PC,2006.0,Simulation,0.0,0.01,0.0,0.0,56.0,4,E10+
15972,Sengoku Hime: Senran ni Mau Otometachi,PS2,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
15973,GTI Club: Supermini Festa!,Wii,2010.0,Racing,0.01,0.0,0.0,0.0,,,
15974,Syberia II,PC,2004.0,Adventure,0.0,0.01,0.0,0.0,80.0,8.3,T
15975,Paranormal Pursuit: The Gifted One,PC,2015.0,Action,0.0,0.01,0.0,0.0,,tbd,
15976,Command & Conquer Collection,PC,2003.0,Strategy,0.01,0.0,0.0,0.0,,,
15977,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010.0,Action,0.0,0.01,0.0,0.0,,,
15978,A Vampyre Story,PC,2008.0,Adventure,0.0,0.01,0.0,0.0,75.0,8.5,T
15979,Monster Trux Offroad,Wii,2007.0,Racing,0.01,0.0,0.0,0.0,,tbd,E
15980,The Sims 4: Luxury Party Stuff,PC,2015.0,Simulation,0.0,0.01,0.0,0.0,,5.3,T
15981,Sniper Elite,PC,2005.0,Shooter,0.0,0.01,0.0,0.0,76.0,8,M
15982,Achtung Panzer: Kharkov 1943,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,70.0,8.3,
15983,Mission: Impossible - Operation Surma,GC,2004.0,Platform,0.01,0.0,0.0,0.0,64.0,tbd,T
15984,Sora no Otoshimono Forte: Dreamy Season,DS,2011.0,Adventure,0.0,0.0,0.02,0.0,,,
15985,Romance of the Three Kingdoms XII,WiiU,2012.0,Strategy,0.0,0.0,0.02,0.0,,,
15986,Hiiro no Kakera Portable,PSP,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
15987,Trigger Man,GC,2004.0,Shooter,0.01,0.0,0.0,0.0,,tbd,T
15988,Yuu Yuu Hakusho DS: Ankoku Bujutsukai Hen,DS,2006.0,Action,0.0,0.0,0.02,0.0,,,
15989,Antz Extreme Racing,XB,2002.0,Racing,0.01,0.0,0.0,0.0,35.0,8.7,E
15990,Wand of Fortune R,PSV,2016.0,Adventure,0.0,0.0,0.02,0.0,,,
15991,Rugby World Cup 2015,PSV,2015.0,Sports,0.0,0.01,0.0,0.0,,tbd,E
15992,Majesty 2 Collection,PC,2011.0,Strategy,0.0,0.01,0.0,0.0,,8.3,T
15993,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016.0,Action,0.0,0.0,0.02,0.0,,,
15994,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016.0,Misc,0.0,0.0,0.02,0.0,,,
15995,"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
15996,Harukanaru Toki no Naka de 6,PSP,2015.0,Action,0.0,0.0,0.02,0.0,,,
15997,Triggerheart Exelica,DC,2007.0,Shooter,0.0,0.0,0.02,0.0,,,
15998,Jet Impulse,DS,,Simulation,0.0,0.0,0.02,0.0,,,
15999,Games Explosion!,GBA,2006.0,Action,0.01,0.0,0.0,0.0,,,
16000,Gummy Bears Magical Medallion,Wii,2011.0,Platform,0.01,0.0,0.0,0.0,,tbd,E
16001,Saenai Kanojo no Sodatekata: Blessing Flowers,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
16002,Berserk and the Band of the Hawk,PSV,2016.0,Action,0.0,0.0,0.02,0.0,,,
16003,Tennis no Oji-Sama: Card Hunter,PS2,2007.0,Strategy,0.0,0.0,0.02,0.0,,,
16004,Brave: The Video Game,DS,2012.0,Action,0.0,0.01,0.0,0.0,,tbd,E10+
16005,Night Wizard the Video Game: Denial of the World,PS2,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
16006,Enemy Territory: Quake Wars,PC,2007.0,Shooter,0.01,0.0,0.0,0.0,84.0,8.3,T
16007,Portable Island: Tenohira Resort,PSP,2006.0,Simulation,0.0,0.0,0.02,0.0,,,
16008,Sengoku Efuda Yuugi: Hototogisu Ran,PSP,2008.0,Misc,0.0,0.0,0.02,0.0,,,
16009,Tokyo Friend Park II DS,DS,2006.0,Misc,0.0,0.0,0.02,0.0,,,
16010,Adventure Time: The Secret of the Nameless ,3DS,2014.0,Adventure,0.01,0.0,0.0,0.0,,,
16011,Kao the Kangaroo Round 2,PS2,2005.0,Platform,0.01,0.01,0.0,0.0,58.0,8.7,E
16012,Shin Hisui no Shizuku: Hiiro no Kakera 2 Portable,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16013,Dead Rising 2,XOne,2016.0,Action,0.01,0.0,0.0,0.0,,tbd,M
16014,Robopon 2: Ring Version,GBA,2001.0,Role-Playing,0.01,0.0,0.0,0.0,68.0,tbd,E
16015,Mark McMorris Infinite Air,XOne,2016.0,Sports,0.01,0.0,0.0,0.0,,7.1,T
16016,Sid Meier's Civilization Revolution 2+,PSV,2015.0,Strategy,0.0,0.0,0.02,0.0,,,
16017,Dream Dancer,DS,,Misc,0.01,0.0,0.0,0.0,,tbd,E
16018,Moe Moe 2-ji Taisen (Ryoku) * Deluxe,PSP,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
16019,Dragon Tales: Dragon Adventures,GBA,2003.0,Platform,0.01,0.0,0.0,0.0,,,
16020,Powerbike,DS,2009.0,Racing,0.01,0.0,0.0,0.0,,tbd,E
16021,Colin McRae Rally 2005,PC,2004.0,Racing,0.0,0.01,0.0,0.0,83.0,7.1,E
16022,Violet no Atelier: Gramnad no Renkinjutsushi 2 - Gunjou no Omoide,PSP,2011.0,Role-Playing,0.0,0.0,0.02,0.0,,,
16023,Elminage II DS Remix: Sousei no Megami to Unmai no Daichi,DS,2010.0,Role-Playing,0.0,0.0,0.02,0.0,,,
16024,Gaku ? Ou: The Royal Seven Stars,PSP,2012.0,Role-Playing,0.0,0.0,0.02,0.0,,,
16025,Quantum Break,PC,2016.0,Action,0.0,0.01,0.0,0.0,66.0,4.3,M
16026,Online Chess Kingdoms,PSP,2006.0,Misc,0.01,0.0,0.0,0.0,60.0,6.8,E
16027,Rayman 10th Anniversary,GBA,2005.0,Platform,0.01,0.0,0.0,0.0,,,
16028,RollerCoaster Tycoon: Gold Edition,PC,2002.0,Strategy,0.01,0.0,0.0,0.0,,tbd,E
16029,Race Driver: Create & Race,DS,2007.0,Racing,0.01,0.0,0.0,0.0,,,
16030,Storm Lover Kai!!,PSP,2012.0,Action,0.0,0.0,0.02,0.0,,,
16031,Minna to Issho,PSV,2011.0,Misc,0.0,0.0,0.02,0.0,,,
16032,Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011.0,Fighting,0.0,0.0,0.02,0.0,,,
16033,FIFA Soccer 08,PC,2007.0,Sports,0.0,0.01,0.0,0.0,77.0,6.1,E
16034,Enkaku Sousa: Sana e no 23 Hiai,PSP,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
16035,Pac-Man Championship Edition 2 + Arcade Game Series,XOne,2016.0,Action,0.01,0.0,0.0,0.0,,,
16036,Command & Conquer 4: Tiberian Twilight,PC,2010.0,Strategy,0.0,0.01,0.0,0.0,,,
16037,Hummer Badlands,XB,2006.0,Racing,0.01,0.0,0.0,0.0,44.0,6,E
16038,Katekyoo Hitman Reborn! DS: Mafia Daishuugou Bongole Festival,DS,2008.0,Action,0.0,0.0,0.02,0.0,,,
16039,Grisaia no Meikyuu: Le Labyrinthe de la Grisaia,PSV,2014.0,Adventure,0.0,0.0,0.02,0.0,,,
16040,Oyaku de Asoberu DS Ehon: Ukkari Penelope,DS,2008.0,Simulation,0.0,0.0,0.02,0.0,,,
16041,Iron Soldier 3,PS,1999.0,Simulation,0.01,0.01,0.0,0.0,,,
16042,UNO 52,DS,2006.0,Misc,0.01,0.0,0.0,0.0,,tbd,E
16043,Tiger & Bunny: Hero's Day,PSP,2013.0,Action,0.0,0.0,0.02,0.0,,,
16044,Turbo: Super Stunt Squad,Wii,2013.0,Sports,0.0,0.01,0.0,0.0,,tbd,E
16045,Turbo: Super Stunt Squad,3DS,2013.0,Sports,0.0,0.01,0.0,0.0,,5.2,E
16046,Pachinko Kaou: Misora Hibari,PS2,2007.0,Misc,0.0,0.0,0.02,0.0,,,
16047,Accel World: Kasoku no Chouten,PS3,2013.0,Adventure,0.0,0.0,0.02,0.0,,,
16048,Poupee Girl DS,DS,2009.0,Misc,0.0,0.0,0.02,0.0,,,
16049,Choro Q,PS2,2003.0,Racing,0.01,0.01,0.0,0.0,,,
16050,Just Cause,PS2,2006.0,Action,0.01,0.01,0.0,0.0,67.0,7.9,M
16051,Narcissus: Moshimo Ashita ga Runara,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16052,Girl Friend Beta: Kimi to Sugosu Natsuyasumi,PSV,2015.0,Action,0.0,0.0,0.02,0.0,,,
16053,IHRA Drag Racing: Sportsman Edition,XB,2006.0,Racing,0.01,0.0,0.0,0.0,35.0,tbd,E10+
16054,"Sharin no Kuni, Himawari no Shoujo",X360,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16055,Simple DS Series Vol. 42: The Haioku Byoutou,DS,2008.0,Adventure,0.0,0.0,0.02,0.0,,,
16056,Drone Tactics,DS,2007.0,Strategy,0.01,0.0,0.0,0.0,74.0,7.4,E10+
16057,So-Ra-No-Wo-To: Otome no Gojuusou,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16058,Technic Beat,PS2,2002.0,Misc,0.01,0.01,0.0,0.0,67.0,tbd,E
16059,Dance! It's Your Stage,Wii,,Misc,0.0,0.01,0.0,0.0,,,
16060,Worldwide Soccer Manager 2006,PC,2004.0,Sports,0.0,0.01,0.0,0.0,89.0,,E
16061,I Love Horses: Rider's Paradise,Wii,2010.0,Simulation,0.01,0.0,0.0,0.0,,tbd,E
16062,DuckTales: Remastered,PC,2013.0,Action,0.0,0.01,0.0,0.0,66.0,7.6,E
16063,Yume Neko DS,DS,2008.0,Simulation,0.0,0.0,0.02,0.0,,,
16064,Germany's Next Topmodel 2011,DS,2011.0,Simulation,0.0,0.01,0.0,0.0,,,
16065,Dream C Club,PS3,2012.0,Simulation,0.0,0.0,0.02,0.0,,,
16066,Assetto Corsa,XOne,2016.0,Racing,0.0,0.01,0.0,0.0,63.0,6.7,E
16067,SBK Superbike World Championship,PS2,2008.0,Racing,0.01,0.01,0.0,0.0,,tbd,E10+
16068,Memories Off 6: Next Relation,PS2,2009.0,Adventure,0.0,0.0,0.02,0.0,,,
16069,Meiji Toukyou Renka: Twilight Kiss,PSP,2015.0,Action,0.0,0.0,0.02,0.0,,,
16070,Scared Rider Xechs,PS2,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16071,4 Play Collection - Dark Mysteries,PC,2014.0,Misc,0.0,0.01,0.0,0.0,,,
16072,Vitamin X: Detective B6,PSP,2012.0,Adventure,0.0,0.0,0.02,0.0,,,
16073,Misshitsu no Sacrifice,PSP,2010.0,Adventure,0.0,0.0,0.02,0.0,,,
16074,Evil Genius,PC,2004.0,Strategy,0.0,0.01,0.0,0.0,75.0,8.3,T
16075,Ouran Koukou Host Bu,PS2,2007.0,Adventure,0.0,0.0,0.02,0.0,,,
16076,King's Quest: The Complete Collection,PS4,2016.0,Adventure,0.01,0.0,0.0,0.0,,tbd,E10+
16077,Lotus Challenge,GC,2004.0,Racing,0.01,0.0,0.0,0.0,,,
16078,Imperium Romanum,PC,2008.0,Strategy,0.0,0.01,0.0,0.0,63.0,7.5,E10+
16079,Football Manager 2007,X360,,Sports,0.0,0.01,0.0,0.0,,,
16080,Ferrari: The Race Experience,Wii,,Racing,0.0,0.01,0.0,0.0,54.0,,E
16081,Dragon Zakura DS,DS,2007.0,Misc,0.0,0.0,0.01,0.0,,,
16082,Chameleon: To Dye For!,DS,2006.0,Puzzle,0.01,0.0,0.0,0.0,,,
16083,Sora no Otoshimono: DokiDoki Summer Vacation,PSP,2010.0,Adventure,0.0,0.0,0.01,0.0,,,
16084,Shinseiki Evangelion: Battle Orchestra Portable,PSP,2009.0,Fighting,0.0,0.0,0.01,0.0,,,
16085,Blackthorne,GBA,2003.0,Action,0.01,0.0,0.0,0.0,67.0,7.6,T
